word,type,level,中文解釋
twilight,n.,6,
tyranny,n.,6,
ulcer,n.,6,
ultimate,adj./n.,6,
unanimous,adj.,6,
uncover,v.,6,
underestimate,v./n.,6,
undergo,v.,6,
undermine,v.,6,
undertake,v.,6,
undo,v.,6,
unemployment,n.,6,
unfold,v.,6,
unify,v.,6,
unlock,v.,6,
unpack,v.,6,
upbringing,n.,6,
upgrade,v./n.,6,
uphold,v.,6,
uranium,n.,6,
urgency,n.,6,
urine,n.,6,
usher,n./v.,6,
utensil,n.,6,
utility,n.,6,
utilize,v.,6,
utmost,adj./n.,6,
vaccine,n.,6,
valiant,adj.,6,
valid,adj.,6,
validity,n.,6,
vanilla,n.,6,
variable,adj./n.,6,
variation,n.,6,
vend,v.,6,
vendor,n.,6,
verge,n./v.,6,
versatile,adj.,6,
version,n.,6,
veteran,n.,6,
veterinarian/vet,n.,6,
vibration,n.,6,
vice,n.,6,
vicious,adj.,6,
victimize,v.,6,
victor,n.,6,
victorious,adj.,6,
villa,n.,6,
vineyard,n.,6,
virtual,adj.,6,
visualize,v.,6,
vitality,n.,6,
vocal,adj./n.,6,
vocation,n.,6,
vocational,adj.,6,
vogue,n.,6,
vomit,v./n.,6,
vulgar,adj.,6,
vulnerable,adj.,6,
wardrobe,n.,6,
warfare,n.,6,
warranty,n.,6,
waterproof/watertight,adj./v.,6,
whatsoever,adj./pron.,6,
windshield,n.,6,
withstand,v.,6,
witty,adj.,6,
woo,v.,6,
wrench,n./v.,6,
wrestle,n./v.,6,
Xerox/xerox,n./v.,6,
yearn,v.,6,
zeal,n.,6,
